Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales
CA-2016-101707,2016-08-27,2016-09-01,Standard Class,Philip Fox,Consumer,San Diego,California,92105,West,Office Supplies,Labels,Avery 511,3.08
CA-2016-138898,2016-05-25,2016-05-29,Standard Class,Justin Hirsh,Consumer,Pueblo,Colorado,81001,West,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728
CA-2018-115427,2018-12-30,2019-01-03,Standard Class,Erica Bern,Corporate,Fairfield,California,94533,West,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904
CA-2018-115427,2018-12-30,2019-01-03,Standard Class,Erica Bern,Corporate,Fairfield,California,94533,West,Office Supplies,Binders,GBC Binding covers,20.72
CA-2017-134425,2017-12-08,2017-12-12,Second Class,Quincy Jones,Corporate,Saint Paul,Minnesota,55106,Central,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95
CA-2016-121391,2016-10-04,2016-10-07,First Class,Alex Avila,Consumer,San Francisco,California,94109,West,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96
CA-2017-137043,2017-12-23,2017-12-25,Second Class,Logan Currie,Consumer,Springfield,Virginia,22153,South,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76
CA-2017-137043,2017-12-23,2017-12-25,Second Class,Logan Currie,Consumer,Springfield,Virginia,22153,South,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38
CA-2016-115847,2016-09-19,2016-09-24,Second Class,Tracy Collins,Home Office,Arlington,Virginia,22204,South,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96
US-2018-126179,2018-07-03,2018-07-07,Standard Class,Chuck Sachs,Consumer,Columbus,Georgia,31907,South,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99
US-2018-126179,2018-07-03,2018-07-07,Standard Class,Chuck Sachs,Consumer,Columbus,Georgia,31907,South,Technology,Phones,Pyle PMP37LED,287.97
CA-2017-101966,2017-07-14,2017-07-16,Second Class,Bryan Mills,Consumer,Houston,Texas,77036,Central,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944
CA-2017-141397,2017-06-20,2017-06-21,First Class,Roy Collins,Consumer,Pasadena,California,91104,West,Office Supplies,Paper,Xerox 1898,46.76
CA-2017-141397,2017-06-20,2017-06-21,First Class,Roy Collins,Consumer,Pasadena,California,91104,West,Office Supplies,Binders,GBC Plastic Binding Combs,17.712
CA-2017-141397,2017-06-20,2017-06-21,First Class,Roy Collins,Consumer,Pasadena,California,91104,West,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78
CA-2017-141397,2017-06-20,2017-06-21,First Class,Roy Collins,Consumer,Pasadena,California,91104,West,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94
CA-2017-141397,2017-06-20,2017-06-21,First Class,Roy Collins,Consumer,Pasadena,California,91104,West,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568
CA-2017-141082,2017-12-09,2017-12-13,Standard Class,Fred McMath,Consumer,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,Avery 517,3.69
CA-2017-141082,2017-12-09,2017-12-13,Standard Class,Fred McMath,Consumer,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,Avery 477,122.12
US-2017-134488,2017-09-24,2017-10-01,Standard Class,Pete Kriz,Consumer,Columbus,Ohio,43229,East,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155.372
CA-2017-145919,2017-12-18,2017-12-23,Standard Class,Henry Goldwyn,Corporate,Los Angeles,California,90032,West,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88
CA-2017-145919,2017-12-18,2017-12-23,Standard Class,Henry Goldwyn,Corporate,Los Angeles,California,90032,West,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84
CA-2017-145919,2017-12-18,2017-12-23,Standard Class,Henry Goldwyn,Corporate,Los Angeles,California,90032,West,Office Supplies,Supplies,Premier Electric Letter Opener,579.3
CA-2018-157651,2018-12-10,2018-12-14,Standard Class,Helen Andreada,Consumer,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.2
CA-2015-160773,2015-07-01,2015-07-05,Standard Class,Laurel Workman,Corporate,Deltona,Florida,32725,South,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92
CA-2015-160773,2015-07-01,2015-07-05,Standard Class,Laurel Workman,Corporate,Deltona,Florida,32725,South,Office Supplies,Binders,Avery Durable Binders,5.184
CA-2018-167703,2018-02-03,2018-02-08,Standard Class,Matt Collins,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.229
CA-2018-167703,2018-02-03,2018-02-08,Standard Class,Matt Collins,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",285.552
CA-2018-121804,2018-03-03,2018-03-08,Standard Class,Liz Preis,Consumer,Murray,Kentucky,42071,South,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,72.8
CA-2018-162635,2018-10-09,2018-10-10,First Class,Evan Bailliet,Consumer,Wilmington,North Carolina,28403,South,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,10.816
CA-2015-107153,2015-09-28,2015-10-03,Standard Class,George Zrebassa,Corporate,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",46.26
US-2015-117058,2015-05-27,2015-05-30,First Class,Laurel Elliston,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17.46
CA-2016-120439,2016-06-14,2016-06-18,Standard Class,Alan Dominguez,Home Office,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.072
CA-2017-128258,2017-03-30,2017-04-01,First Class,Cathy Prescott,Corporate,Norwich,Connecticut,6360,East,Office Supplies,Paper,Xerox 188,11.34
CA-2018-106033,2018-10-15,2018-10-18,Second Class,Frank Gastineau,Home Office,San Francisco,California,94110,West,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92
CA-2017-142762,2017-05-23,2017-05-27,Standard Class,Lisa DeCherney,Consumer,San Francisco,California,94109,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05
CA-2018-127705,2018-06-02,2018-06-06,Standard Class,Alejandro Ballentine,Home Office,Lorain,Ohio,44052,East,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97
CA-2018-127705,2018-06-02,2018-06-06,Standard Class,Alejandro Ballentine,Home Office,Lorain,Ohio,44052,East,Office Supplies,Storage,Advantus Rolling Storage Box,27.44
CA-2015-122567,2015-02-16,2015-02-21,Standard Class,Michael Nguyen,Consumer,Dallas,Texas,75220,Central,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08
CA-2015-122567,2015-02-16,2015-02-21,Standard Class,Michael Nguyen,Consumer,Dallas,Texas,75220,Central,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96
CA-2015-121664,2015-05-06,2015-05-10,Standard Class,Harold Pawlan,Home Office,Los Angeles,California,90049,West,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,140.736
CA-2017-122133,2017-05-16,2017-05-23,Standard Class,Jim Radford,Consumer,Middletown,Connecticut,6457,East,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56
US-2018-123281,2018-04-02,2018-04-07,Standard Class,Jamie Frazer,Consumer,Los Angeles,California,90008,West,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11
CA-2018-100524,2018-03-31,2018-04-02,Second Class,Chad McGuire,Consumer,New York City,New York,10011,East,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78
CA-2018-100524,2018-03-31,2018-04-02,Second Class,Chad McGuire,Consumer,New York City,New York,10011,East,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58
CA-2018-100524,2018-03-31,2018-04-02,Second Class,Chad McGuire,Consumer,New York City,New York,10011,East,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.04
CA-2018-113481,2018-01-02,2018-01-04,First Class,Aaron Smayling,Corporate,Jacksonville,North Carolina,28540,South,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7
CA-2018-113481,2018-01-02,2018-01-04,First Class,Aaron Smayling,Corporate,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66
CA-2018-113481,2018-01-02,2018-01-04,First Class,Aaron Smayling,Corporate,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,28.854
CA-2016-131758,2016-05-28,2016-06-01,Standard Class,Karl Braun,Consumer,Freeport,New York,11520,East,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,47.82
CA-2016-131758,2016-05-28,2016-06-01,Standard Class,Karl Braun,Consumer,Freeport,New York,11520,East,Office Supplies,Labels,Avery 494,13.05
CA-2015-118339,2015-03-17,2015-03-24,Standard Class,Bradley Nguyen,Consumer,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78
CA-2015-118339,2015-03-17,2015-03-24,Standard Class,Bradley Nguyen,Consumer,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",47.18
CA-2015-118339,2015-03-17,2015-03-24,Standard Class,Bradley Nguyen,Consumer,Lakeville,Minnesota,55044,Central,Office Supplies,Art,Newell 35,19.68
CA-2015-118339,2015-03-17,2015-03-24,Standard Class,Bradley Nguyen,Consumer,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4
CA-2015-118339,2015-03-17,2015-03-24,Standard Class,Bradley Nguyen,Consumer,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88
CA-2015-153976,2015-10-03,2015-10-08,Second Class,Beth Paige,Consumer,Evanston,Illinois,60201,Central,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.279
CA-2017-162901,2017-03-28,2017-03-31,First Class,Aaron Smayling,Corporate,Arlington,Virginia,22204,South,Office Supplies,Storage,Hanging Personal Folder File,31.4
CA-2018-162978,2018-05-04,2018-05-09,Standard Class,Lindsay Williams,Corporate,San Francisco,California,94109,West,Technology,Phones,Motorola L804,183.96
CA-2018-162978,2018-05-04,2018-05-09,Standard Class,Lindsay Williams,Corporate,San Francisco,California,94109,West,Office Supplies,Paper,Things To Do Today Pad,17.61
CA-2018-162978,2018-05-04,2018-05-09,Standard Class,Lindsay Williams,Corporate,San Francisco,California,94109,West,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904
US-2015-160444,2015-07-05,2015-07-05,Same Day,Dan Campbell,Consumer,Houston,Texas,77036,Central,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776
US-2015-160444,2015-07-05,2015-07-05,Same Day,Dan Campbell,Consumer,Houston,Texas,77036,Central,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424
CA-2017-145247,2017-05-05,2017-05-07,First Class,Natalie DeCherney,Consumer,Louisville,Kentucky,40214,South,Office Supplies,Paper,Xerox 1909,79.14
CA-2018-160045,2018-04-26,2018-04-27,First Class,Larry Blacks,Consumer,Fort Worth,Texas,76106,Central,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988
US-2015-151925,2015-09-26,2015-10-01,Second Class,Kean Takahito,Consumer,Los Angeles,California,90049,West,Furniture,Chairs,"Leather Task Chair, Black",145.568
CA-2018-125199,2018-10-19,2018-10-25,Standard Class,Harry Marie,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,123.256
CA-2018-125199,2018-10-19,2018-10-25,Standard Class,Harry Marie,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68
CA-2018-125199,2018-10-19,2018-10-25,Standard Class,Harry Marie,Corporate,Philadelphia,Pennsylvania,19120,East,Technology,Phones,Digium D40 VoIP phone,309.576
US-2018-155425,2018-11-10,2018-11-11,First Class,Ann Blume,Corporate,Tucson,Arizona,85705,West,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,38.388
US-2018-155425,2018-11-10,2018-11-11,First Class,Ann Blume,Corporate,Tucson,Arizona,85705,West,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.994
US-2018-155425,2018-11-10,2018-11-11,First Class,Ann Blume,Corporate,Tucson,Arizona,85705,West,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,239.952
US-2018-155425,2018-11-10,2018-11-11,First Class,Ann Blume,Corporate,Tucson,Arizona,85705,West,Technology,Phones,Adtran 1202752G1,201.584
US-2018-155425,2018-11-10,2018-11-11,First Class,Ann Blume,Corporate,Tucson,Arizona,85705,West,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,899.136
CA-2018-133249,2018-07-08,2018-07-11,First Class,Sam Zeldin,Home Office,Pico Rivera,California,90660,West,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9
US-2016-103471,2016-12-24,2016-12-28,Standard Class,Jim Radford,Consumer,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058
US-2016-103471,2016-12-24,2016-12-28,Standard Class,Jim Radford,Consumer,Colorado Springs,Colorado,80906,West,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04
CA-2018-136672,2018-03-07,2018-03-12,Standard Class,Michael Granlund,Home Office,Clinton,Maryland,20735,East,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08
US-2015-157021,2015-04-01,2015-04-06,Second Class,Kunst Miller,Consumer,Vallejo,California,94591,West,Office Supplies,Labels,Avery 490,29.6
US-2015-157021,2015-04-01,2015-04-06,Second Class,Kunst Miller,Consumer,Vallejo,California,94591,West,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.088
CA-2016-120362,2016-09-14,2016-09-19,Standard Class,Christina Anderson,Consumer,Provo,Utah,84604,West,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",912.75
CA-2015-126361,2015-08-04,2015-08-09,Second Class,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75
CA-2015-126361,2015-08-04,2015-08-09,Second Class,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West,Office Supplies,Paper,Xerox 1934,447.84
CA-2015-126361,2015-08-04,2015-08-09,Second Class,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West,Office Supplies,Art,Newell 329,16.4
CA-2015-126361,2015-08-04,2015-08-09,Second Class,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West,Technology,Phones,Panasonic KX T7731-B Digital phone,399.96
CA-2015-126361,2015-08-04,2015-08-09,Second Class,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9
CA-2015-126361,2015-08-04,2015-08-09,Second Class,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,Ibico Standard Transparent Covers,13.184
US-2017-100566,2017-09-03,2017-09-09,Standard Class,Julie Kriz,Home Office,Aurora,Illinois,60505,Central,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952
US-2017-108504,2017-02-05,2017-02-05,Same Day,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98
US-2017-108504,2017-02-05,2017-02-05,Same Day,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Paper,White Computer Printout Paper by Universal,348.84
US-2017-108504,2017-02-05,2017-02-05,Same Day,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,9.45
US-2017-108504,2017-02-05,2017-02-05,Same Day,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",18.84
US-2017-108504,2017-02-05,2017-02-05,Same Day,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98
US-2017-108504,2017-02-05,2017-02-05,Same Day,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96
US-2017-108504,2017-02-05,2017-02-05,Same Day,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85
US-2017-108504,2017-02-05,2017-02-05,Same Day,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Technology,Phones,Aastra 57i VoIP phone,484.83
US-2017-108504,2017-02-05,2017-02-05,Same Day,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97
US-2017-108504,2017-02-05,2017-02-05,Same Day,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44
US-2017-108504,2017-02-05,2017-02-05,Same Day,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Paper,Xerox 1943,342.37
CA-2018-124828,2018-07-03,2018-07-04,First Class,Yana Sorensen,Corporate,Burlington,North Carolina,27217,South,Office Supplies,Art,4009 Highlighters by Sanford,9.552
US-2018-117247,2018-10-09,2018-10-14,Standard Class,Cyma Kinney,Corporate,Aurora,Illinois,60505,Central,Furniture,Tables,"Bevis Oval Conference Table, Walnut",652.45
US-2018-117247,2018-10-09,2018-10-14,Standard Class,Cyma Kinney,Corporate,Aurora,Illinois,60505,Central,Furniture,Tables,Hon 61000 Series Interactive Training Tables,66.645
CA-2017-124485,2017-11-24,2017-11-26,First Class,Nat Carroll,Consumer,New York City,New York,10035,East,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",17.216
CA-2017-124485,2017-11-24,2017-11-26,First Class,Nat Carroll,Consumer,New York City,New York,10035,East,Office Supplies,Paper,Xerox 196,11.56
CA-2017-124485,2017-11-24,2017-11-26,First Class,Nat Carroll,Consumer,New York City,New York,10035,East,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,88.4
CA-2017-124485,2017-11-24,2017-11-26,First Class,Nat Carroll,Consumer,New York City,New York,10035,East,Office Supplies,Paper,Xerox 217,6.48
CA-2017-159212,2017-11-01,2017-11-05,Standard Class,Katherine Murray,Home Office,Salem,Virginia,24153,South,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8
CA-2017-159212,2017-11-01,2017-11-05,Standard Class,Katherine Murray,Home Office,Salem,Virginia,24153,South,Office Supplies,Envelopes,Airmail Envelopes,251.79
US-2017-161396,2017-04-19,2017-04-25,Standard Class,Gary Mitchum,Home Office,Columbus,Ohio,43229,East,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176
US-2017-161396,2017-04-19,2017-04-25,Standard Class,Gary Mitchum,Home Office,Columbus,Ohio,43229,East,Office Supplies,Paper,Xerox 189,419.4
US-2015-118486,2015-04-06,2015-04-08,First Class,Shirley Daniels,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,10.304
US-2015-118486,2015-04-06,2015-04-08,First Class,Shirley Daniels,Home Office,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,KI Adjustable-Height Table,154.764
US-2015-118486,2015-04-06,2015-04-08,First Class,Shirley Daniels,Home Office,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,116.784
CA-2017-130407,2017-09-02,2017-09-06,Standard Class,Karen Daniels,Consumer,New York City,New York,10024,East,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48
CA-2017-130407,2017-09-02,2017-09-06,Standard Class,Karen Daniels,Consumer,New York City,New York,10024,East,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98
US-2017-122245,2017-09-25,2017-09-30,Standard Class,Adrian Barton,Consumer,Phoenix,Arizona,85023,West,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165
CA-2018-105144,2018-11-04,2018-11-11,Standard Class,Sam Zeldin,Home Office,Grand Prairie,Texas,75051,Central,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68
CA-2017-136329,2017-07-09,2017-07-13,Standard Class,Jonathan Doherty,Corporate,New York City,New York,10035,East,Furniture,Chairs,Hon GuestStacker Chair,408.006
CA-2017-136329,2017-07-09,2017-07-13,Standard Class,Jonathan Doherty,Corporate,New York City,New York,10035,East,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",165.28
CA-2015-146640,2015-06-30,2015-07-05,Standard Class,Helen Abelman,Consumer,New York City,New York,10024,East,Office Supplies,Binders,GBC Recycled Regency Composition Covers,334.768
CA-2018-115994,2018-01-28,2018-01-31,Second Class,Beth Thompson,Home Office,Costa Mesa,California,92627,West,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,239.97
CA-2018-115994,2018-01-28,2018-01-31,Second Class,Beth Thompson,Home Office,Costa Mesa,California,92627,West,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74
CA-2016-126697,2016-09-21,2016-09-24,First Class,Stuart Van,Corporate,Houston,Texas,77041,Central,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344
CA-2016-126697,2016-09-21,2016-09-24,First Class,Stuart Van,Corporate,Houston,Texas,77041,Central,Technology,Accessories,Hypercom P1300 Pinpad,151.2
CA-2016-126697,2016-09-21,2016-09-24,First Class,Stuart Van,Corporate,Houston,Texas,77041,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,4.928
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Office Supplies,Paper,Petty Cash Envelope,86.272
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.588
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,60.672
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',77.031
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,119.904
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Technology,Phones,Samsung Rugby III,263.96
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,363.648
US-2016-164448,2016-10-31,2016-11-04,Second Class,Damala Kotsonis,Corporate,Salinas,California,93905,West,Office Supplies,Binders,Prestige Round Ring Binders,9.728
US-2016-164448,2016-10-31,2016-11-04,Second Class,Damala Kotsonis,Corporate,Salinas,California,93905,West,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",14.75
US-2016-164448,2016-10-31,2016-11-04,Second Class,Damala Kotsonis,Corporate,Salinas,California,93905,West,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8
US-2016-164448,2016-10-31,2016-11-04,Second Class,Damala Kotsonis,Corporate,Salinas,California,93905,West,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",427.42
CA-2018-122700,2018-11-26,2018-11-30,Standard Class,Liz Thompson,Consumer,Columbus,Ohio,43229,East,Technology,Phones,Motorola L804,220.752
CA-2015-120768,2015-12-19,2015-12-21,Second Class,Irene Maddox,Consumer,Florence,Alabama,35630,South,Office Supplies,Binders,Canvas Sectional Post Binders,152.76
CA-2015-120768,2015-12-19,2015-12-21,Second Class,Irene Maddox,Consumer,Florence,Alabama,35630,South,Office Supplies,Supplies,Acme Stainless Steel Office Snips,7.27
CA-2015-120768,2015-12-19,2015-12-21,Second Class,Irene Maddox,Consumer,Florence,Alabama,35630,South,Furniture,Chairs,High-Back Leather Manager's Chair,1819.86
US-2017-153129,2017-12-26,2017-12-30,Standard Class,Frank Preis,Consumer,Seattle,Washington,98105,West,Office Supplies,Paper,Strathmore Photo Mount Cards,33.9
CA-2018-106852,2018-06-20,2018-06-27,Standard Class,Shui Tom,Consumer,Parma,Ohio,44134,East,Office Supplies,Paper,Xerox 203,31.104
CA-2018-106852,2018-06-20,2018-06-27,Standard Class,Shui Tom,Consumer,Parma,Ohio,44134,East,Office Supplies,Art,Newell 35,5.248
CA-2016-139731,2016-10-15,2016-10-15,Same Day,Joel Eaton,Consumer,Amarillo,Texas,79109,Central,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,263.88
CA-2016-139731,2016-10-15,2016-10-15,Same Day,Joel Eaton,Consumer,Amarillo,Texas,79109,Central,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.43
CA-2018-122735,2018-04-12,2018-04-15,Second Class,Bill Donatelli,Consumer,Providence,Rhode Island,2908,East,Office Supplies,Binders,Storex Dura Pro Binders,29.7
CA-2018-122735,2018-04-12,2018-04-15,Second Class,Bill Donatelli,Consumer,Providence,Rhode Island,2908,East,Office Supplies,Paper,Xerox 1948,39.96
CA-2018-128160,2018-12-19,2018-12-24,Second Class,Michael Moore,Consumer,San Francisco,California,94110,West,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,36.672
CA-2018-117695,2018-08-05,2018-08-08,First Class,Pauline Webber,Corporate,Richmond,Kentucky,40475,South,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76
CA-2016-166135,2016-10-01,2016-10-06,Standard Class,Shaun Chance,Corporate,Aurora,Colorado,80013,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",139.424
